-6,-9,-2
-3,-10,-4
-12,-7,-8
-6,-2,-10
-6,1,-12
-7,-7,-15
-4,-8,-17
-1,-9,-19
-10,-6,-23
-4,-1,-25
-4,-4,-27
-2,-3,-27
-2,-6,-29
-3,-2,-31
-3,-5,-33
-1,-4,-33
-2,0,-35
-1,-7,-37
1,0,-38
-3,-1,-39
-1,0,-39
-1,-6,-40
1,1,-41
-3,0,-42
-3,3,-44
-4,-5,-47
-1,1,-48
-1,-5,-49
6,2,-48
6,2,-48
