knn, 0.943333333333,0.945
knn, 0.943333333333,0.945
knnknnssvm_rbf, 0.96,0.955
logistic, 0.583333333333,0.59
knn, 0.943333333333,0.945
decision_tree, 0.956666666667,0.965
random_forest, 0.973333333333,0.96
