0.001, 100, 0.10439167962663132, 0.012028187993777631, 0.0086781000097681353
0.005, 100, 0.43225726708025003, 0.045733199708020464, 0.02983411323182248
0.01, 100, 0.69512069348409811, 0.068608554181139661, 0.038780039563814019
0.05, 100, 1.089969183119605, 0.11200686865659007, 0.017997804355818426
0.1, 100, 1.0964316878594287, 0.124362074349914, 0.0056576411654315831
0.5, 100, 1.0964608113924048, 0.12861719390874365, 0.0014025223111921658
1, 100, 1.096460811392405, 0.1286172323233758, 0.001402483896555723
5, 100, -1.3491987809757649e+72, -1.8572347806572086e+87, -1.8572347806572077e+87
10, 100, -9.3007884774108407e+104, -1.3061206571859454e+120, -1.3061206571859454e+120
0.02, 10000, 1.0964608113923995, 0.12861723232337857, 0.0014024838965568686
